respondent_id,xyz_vaccine,seasonal_vaccine
32419,0.17,0.15
32420,0.47,0.43
32421,0.12,0.39
32422,0.06,0.28
32423,0.09,0.59
32424,0.43,0.58
32425,0.73,0.88
32426,0.03,0.06
32427,0.31,0.52
32428,0.14,0.37
32429,0.34,0.53
32431,0.77,0.95
32432,0.09,0.22
32433,0.29,0.13
32435,0.13,0.9
32437,0.1,0.2
32438,0.08,0.13
32439,0.34,0.69
32441,0.39,0.49
32443,0.1,0.42
32444,0.81,0.84
32445,0.08,0.21
32446,0.21,0.72
32447,0.09,0.22
32448,0.08,0.22
32449,0.08,0.18
32450,0.54,0.89
32451,0.04,0.43
32452,0.02,0.44
32453,0.56,0.33
32454,0.39,0.37
32455,0.47,0.45
32456,0.03,0.31
32457,0.05,0.65
32458,0.25,0.56
32459,0.06,0.29
32460,0.09,0.7
32461,0.06,0.04
32462,0.02,0.72
32463,0.32,0.69
32465,0.08,0.73
32466,0.03,0.05
32467,0.07,0.17
32468,0.09,0.14
32469,0.08,0.66
32470,0.02,0.23
32471,0.08,0.19
32472,0.1,0.3
32473,0.05,0.29
32474,0.04,0.31
32475,0.33,0.96
32477,0.04,0.1
32478,0.24,0.7
32479,0.01,0.15
32480,0.28,0.15
32481,0.23,0.22
32482,0.06,0.59
32483,0.21,0.6
32484,0.29,0.79
32485,0.07,0.14
32486,0.05,0.14
32487,0.38,0.68
32488,0.11,0.26
32489,0.42,0.86
32490,0.19,0.85
32491,0.68,0.96
32492,0.05,0.79
32493,0.05,0.22
32494,0.21,0.91
32495,0.31,0.79
32496,0.09,0.5
32497,0.15,0.34
32498,0.84,0.93
32499,0.07,0.22
32501,0.77,0.7
32502,0.65,0.81
32503,0.08,0.14
32504,0.47,0.71
32506,0.61,0.79
32507,0.03,0.35
32508,0.39,0.5
32509,0.07,0.59
32511,0.38,0.43
32512,0.07,0.22
32513,0.49,0.58
32514,0.05,0.41
32515,0.45,0.09
32516,0.21,0.4
32517,0.11,0.28
32518,0.53,0.69
32519,0.27,0.85
32520,0.03,0.29
32521,0.06,0.22
32522,0.08,0.29
32523,0.07,0.39
32524,0.18,0.79
32525,0.4,0.9
32526,0.1,0.45
32528,0.33,0.89
32529,0.03,0.43
32530,0.39,0.9
32531,0.04,0.19
32533,0.76,0.94
32534,0.9,0.88
32536,0.39,0.34
32537,0.79,0.88
32538,0.12,0.27
32539,0.1,0.05
32540,0.07,0.27
32542,0.18,0.44
32543,0.09,0.59
32544,0.03,0.06
32546,0.43,0.41
32547,0.18,0.94
32548,0.03,0.1
32549,0.1,0.26
32550,0.2,0.91
32551,0.03,0.06
32552,0.79,0.97
32553,0.02,0.45
32554,0.4,0.59
32555,0.06,0.8
32556,0.49,0.74
32557,0.08,0.29
32558,0.18,0.31
32560,0.79,0.9
32562,0.11,0.18
32563,0.54,0.7
32564,0.52,0.96
32565,0.13,0.28
32567,0.2,0.79
32568,0.11,0.25
32569,0.22,0.67
32570,0.02,0.32
32571,0.64,0.79
32572,0.09,0.7
32573,0.04,0.1
32574,0.1,0.94
32576,0.13,0.57
32577,0.1,0.06
32578,0.12,0.67
32579,0.77,0.9
32580,0.47,0.48
32581,0.17,0.72
32582,0.15,0.92
32583,0.08,0.42
32584,0.81,0.9
32585,0.07,0.39
32587,0.15,0.88
32588,0.12,0.46
32589,0.06,0.33
32591,0.08,0.9
32592,0.55,0.67
32593,0.05,0.77
32594,0.11,0.27
32595,0.06,0.45
32596,0.21,0.52
32597,0.02,0.82
32598,0.22,0.28
32599,0.04,0.22
32600,0.19,0.23
32601,0.1,0.59
32602,0.61,0.92
32603,0.05,0.16
32605,0.14,0.34
32606,0.03,0.34
32607,0.16,0.27
32609,0.45,0.84
32610,0.8,0.92
32611,0.75,0.96
32612,0.07,0.22
32614,0.14,0.37
32615,0.19,0.91
32616,0.12,0.79
32617,0.13,0.94
32618,0.83,0.28
32619,0.07,0.17
32620,0.38,0.91
32621,0.13,0.52
32622,0.08,0.25
32623,0.07,0.27
32624,0.36,0.65
32625,0.26,0.55
32626,0.14,0.6
32628,0.88,0.98
32629,0.09,0.21
32631,0.24,0.77
32632,0.09,0.06
32633,0.78,0.89
32634,0.11,0.06
32635,0.26,0.53
32636,0.25,0.56
32637,0.06,0.26
32638,0.57,0.87
32639,0.05,0.53
32640,0.1,0.88
32641,0.2,0.61
32642,0.21,0.49
32643,0.06,0.77
32644,0.72,0.76
32645,0.1,0.58
32646,0.14,0.61
32647,0.46,0.67
32648,0.34,0.64
32649,0.18,0.39
32650,0.11,0.63
32651,0.38,0.57
32653,0.21,0.45
32654,0.06,0.69
32655,0.01,0.71
32656,0.34,0.62
32657,0.5,0.35
32658,0.04,0.52
32659,0.3,0.48
32660,0.13,0.26
32661,0.13,0.86
32663,0.24,0.94
32664,0.14,0.25
32665,0.04,0.89
32666,0.05,0.24
32667,0.53,0.84
32668,0.01,0.01
32670,0.54,0.41
32671,0.04,0.22
32672,0.41,0.59
32673,0.07,0.27
32674,0.04,0.04
32676,0.34,0.79
32677,0.09,0.76
32678,0.04,0.45
32679,0.03,0.1
32680,0.06,0.13
32681,0.08,0.24
32682,0.11,0.93
32683,0.36,0.4
32684,0.09,0.08
32685,0.04,0.57
32686,0.07,0.3
32687,0.08,0.46
32688,0.02,0.25
32689,0.74,0.91
32690,0.07,0.51
32691,0.06,0.09
32692,0.04,0.06
32693,0.13,0.43
32694,0.21,0.36
32695,0.3,0.81
32696,0.25,0.72
32697,0.04,0.21
32698,0.16,0.73
32699,0.62,0.37
32700,0.18,0.34
32702,0.1,0.57
32703,0.03,0.03
32704,0.26,0.11
32705,0.22,0.32
32706,0.08,0.38
32707,0.09,0.42
32708,0.09,0.22
32709,0.23,0.45
32710,0.08,0.24
32711,0.22,0.77
32713,0.12,0.23
32714,0.11,0.58
32715,0.07,0.21
32716,0.12,0.17
32718,0.04,0.12
32719,0.01,0.05
32720,0.07,0.81
32721,0.18,0.35
32722,0.19,0.58
32723,0.09,0.22
32724,0.51,0.19
32725,0.29,0.59
32726,0.15,0.61
32730,0.01,0.06
32731,0.43,0.96
32732,0.14,0.61
32733,0.16,0.31
32734,0.09,0.2
32735,0.1,0.33
32737,0.04,0.35
32738,0.08,0.27
32739,0.06,0.1
32740,0.12,0.81
32742,0.12,0.66
32743,0.04,0.06
32744,0.08,0.52
32745,0.37,0.57
32746,0.51,0.37
32748,0.2,0.78
32749,0.2,0.34
32750,0.4,0.9
32751,0.02,0.91
32752,0.08,0.19
32753,0.29,0.54
32754,0.01,0.03
32755,0.7,0.84
32756,0.21,0.6
32757,0.01,0.01
32758,0.79,0.94
32759,0.27,0.84
32760,0.12,0.11
32761,0.1,0.72
32762,0.04,0.16
32763,0.04,0.17
32764,0.09,0.06
32765,0.14,0.22
32766,0.08,0.27
32768,0.06,0.32
32769,0.01,0.01
32770,0.46,0.93
32771,0.08,0.17
32774,0.08,0.26
32775,0.09,0.49
32776,0.04,0.71
32777,0.3,0.57
32778,0.11,0.07
32779,0.3,0.66
32780,0.11,0.08
32781,0.65,0.44
32782,0.04,0.89
32783,0.01,0.27
32784,0.38,0.84
32785,0.02,0.12
32786,0.68,0.82
32787,0.16,0.54
32788,0.21,0.4
32789,0.42,0.8
32790,0.62,0.45
32791,0.15,0.83
32792,0.6,0.92
32793,0.22,0.31
32794,0.04,0.55
32795,0.04,0.17
32796,0.74,0.44
32797,0.1,0.33
32798,0.06,0.3
32799,0.26,0.87
32800,0.01,0.16
32802,0.36,0.31
32803,0.07,0.14
32804,0.29,0.58
32805,0.13,0.27
32806,0.09,0.05
32807,0.02,0.54
32808,0.1,0.41
32809,0.24,0.33
32810,0.41,0.83
32811,0.11,0.32
32812,0.03,0.08
32813,0.03,0.09
32814,0.07,0.17
32816,0.22,0.47
32817,0.1,0.79
32818,0.35,0.83
32819,0.17,0.28
32820,0.04,0.03
32821,0.39,0.42
32822,0.07,0.42
32824,0.1,0.59
32826,0.73,0.85
32827,0.03,0.46
32828,0.1,0.63
32829,0.75,0.9
32830,0.07,0.13
32831,0.03,0.1
32832,0.02,0.69
32833,0.04,0.22
32834,0.25,0.73
32835,0.1,0.72
32836,0.57,0.5
32837,0.33,0.42
32838,0.1,0.41
32839,0.09,0.39
32840,0.1,0.19
32841,0.79,0.36
32842,0.11,0.17
32843,0.76,0.9
32845,0.01,0.05
32846,0.14,0.61
32847,0.15,0.56
32848,0.09,0.58
32849,0.07,0.2
32850,0.09,0.38
32851,0.53,0.26
32852,0.29,0.92
32853,0.05,0.22
32854,0.16,0.62
32856,0.03,0.94
32857,0.09,0.4
32858,0.38,0.49
32859,0.06,0.42
32860,0.42,0.95
32861,0.11,0.7
32862,0.44,0.7
32863,0.05,0.23
32864,0.08,0.13
32866,0.07,0.09
32867,0.44,0.6
32869,0.04,0.16
32870,0.19,0.76
32871,0.06,0.64
32873,0.41,0.88
32874,0.01,0.19
32875,0.14,0.05
32876,0.84,0.93
32877,0.02,0.07
32878,0.15,0.37
32880,0.43,0.62
32881,0.24,0.67
32882,0.35,0.51
32884,0.08,0.33
32885,0.56,0.77
32887,0.08,0.82
32888,0.14,0.38
32889,0.49,0.27
32891,0.57,0.52
32892,0.23,0.32
32893,0.19,0.57
32894,0.41,0.41
32895,0.23,0.79
32896,0.12,0.21
32897,0.17,0.36
32898,0.36,0.76
32899,0.36,0.75
32900,0.14,0.73
32901,0.26,0.86
32902,0.17,0.22
32903,0.25,0.28
32904,0.06,0.25
32905,0.01,0.01
32906,0.37,0.6
32907,0.73,0.78
32908,0.56,0.41
32910,0.02,0.53
32911,0.29,0.45
32912,0.02,0.14
32913,0.78,0.85
32914,0.1,0.6
32915,0.15,0.45
32917,0.06,0.9
32918,0.16,0.73
32919,0.76,0.04
32920,0.2,0.57
32921,0.76,0.64
32922,0.03,0.1
32923,0.17,0.9
32924,0.31,0.88
32925,0.16,0.32
32926,0.1,0.19
32927,0.06,0.17
32928,0.14,0.34
32929,0.21,0.4
32931,0.05,0.33
32932,0.16,0.45
32934,0.33,0.58
32935,0.55,0.81
32937,0.58,0.62
32938,0.1,0.08
32939,0.03,0.07
32940,0.41,0.8
32942,0.04,0.4
32943,0.07,0.14
32944,0.31,0.79
32946,0.04,0.21
32947,0.1,0.14
32948,0.12,0.39
32949,0.13,0.35
32950,0.12,0.84
32951,0.6,0.4
32952,0.79,0.89
32953,0.17,0.47
32954,0.2,0.65
32955,0.29,0.8
32956,0.73,0.89
32957,0.01,0.19
32958,0.18,0.78
32959,0.05,0.08
32960,0.1,0.77
32961,0.34,0.63
32962,0.09,0.22
32963,0.18,0.51
32964,0.03,0.3
32965,0.3,0.45
32966,0.13,0.8
32967,0.09,0.38
32968,0.11,0.66
32969,0.13,0.32
32970,0.09,0.21
32971,0.02,0.11
32972,0.06,0.31
32973,0.41,0.79
32974,0.12,0.12
32975,0.53,0.79
32976,0.05,0.43
32978,0.06,0.33
32979,0.09,0.76
32981,0.02,0.07
32982,0.09,0.53
32983,0.73,0.77
32984,0.56,0.85
32985,0.22,0.22
32987,0.32,0.9
32988,0.04,0.26
32989,0.01,0.06
32990,0.63,0.87
32991,0.03,0.09
32992,0.65,0.76
32993,0.07,0.16
32994,0.09,0.18
32995,0.27,0.86
32996,0.16,0.8
32997,0.16,0.37
33000,0.1,0.17
33001,0.1,0.58
33002,0.15,0.61
33003,0.04,0.77
33005,0.23,0.28
33006,0.68,0.62
33007,0.1,0.22
33008,0.1,0.22
33010,0.3,0.6
33012,0.05,0.1
33013,0.17,0.92
33015,0.15,0.58
33016,0.02,0.66
33017,0.57,0.7
33019,0.71,0.92
33020,0.22,0.19
33021,0.06,0.21
33022,0.58,0.89
33023,0.04,0.08
33024,0.14,0.83
33025,0.2,0.64
33026,0.88,0.94
33027,0.16,0.76
33028,0.18,0.34
33029,0.28,0.59
33030,0.09,0.45
33031,0.09,0.51
33032,0.25,0.79
33033,0.04,0.73
33034,0.03,0.25
33035,0.02,0.01
33036,0.08,0.88
33037,0.47,0.74
33039,0.22,0.12
33040,0.21,0.41
33042,0.08,0.17
33043,0.04,0.1
33044,0.18,0.17
33045,0.04,0.03
33046,0.11,0.19
33048,0.63,0.9
33050,0.31,0.56
33053,0.1,0.78
33054,0.09,0.29
33055,0.04,0.47
33056,0.17,0.62
33057,0.07,0.17
33058,0.12,0.3
33059,0.17,0.18
33060,0.24,0.68
33061,0.08,0.03
33062,0.11,0.8
33063,0.01,0.02
33064,0.15,0.08
33066,0.18,0.26
33067,0.13,0.28
33068,0.04,0.18
33069,0.05,0.34
33070,0.03,0.46
33071,0.4,0.96
33072,0.13,0.86
33073,0.18,0.85
33074,0.12,0.58
33075,0.1,0.26
33076,0.11,0.22
33077,0.27,0.94
33078,0.26,0.72
33079,0.04,0.14
33081,0.1,0.5
33082,0.2,0.73
33083,0.75,0.91
33084,0.31,0.73
33085,0.36,0.72
33086,0.08,0.44
33087,0.03,0.22
33088,0.15,0.3
33089,0.09,0.75
33090,0.02,0.07
33091,0.17,0.51
33092,0.1,0.06
33093,0.33,0.17
33094,0.51,0.94
33095,0.62,0.89
33096,0.15,0.25
33097,0.12,0.51
33098,0.42,0.91
33100,0.05,0.25
33101,0.02,0.16
33102,0.5,0.86
33103,0.03,0.6
33104,0.07,0.64
33105,0.1,0.12
33106,0.12,0.44
33107,0.01,0.14
33108,0.07,0.17
33109,0.1,0.46
33110,0.04,0.13
33111,0.01,0.04
33112,0.06,0.54
33113,0.22,0.91
33114,0.42,0.79
33115,0.72,0.66
33116,0.1,0.22
33117,0.14,0.91
33118,0.09,0.13
33120,0.19,0.04
33121,0.38,0.88
33122,0.1,0.89
33123,0.05,0.26
33124,0.07,0.13
33125,0.38,0.7
33126,0.14,0.41
33127,0.38,0.75
33128,0.04,0.2
33129,0.37,0.72
33130,0.04,0.26
33131,0.06,0.34
33132,0.51,0.81
33133,0.19,0.69
33134,0.11,0.22
33135,0.27,0.55
33136,0.88,0.42
33137,0.09,0.27
33139,0.13,0.78
33140,0.1,0.05
33141,0.42,0.63
33142,0.01,0.37
33143,0.18,0.31
33145,0.11,0.76
33146,0.07,0.09
33147,0.03,0.11
33148,0.5,0.78
33149,0.35,0.65
33150,0.06,0.51
33151,0.05,0.14
33152,0.18,0.72
33153,0.27,0.5
33154,0.07,0.78
33155,0.12,0.19
33157,0.18,0.83
33158,0.08,0.2
33160,0.41,0.45
33161,0.04,0.21
33162,0.08,0.09
33163,0.02,0.06
33164,0.05,0.42
33165,0.18,0.69
33166,0.06,0.33
33167,0.2,0.49
33168,0.11,0.04
33171,0.32,0.63
33172,0.81,0.45
33173,0.05,0.57
33174,0.05,0.08
33175,0.13,0.23
33177,0.07,0.96
33179,0.19,0.04
33180,0.02,0.25
33181,0.36,0.45
33182,0.06,0.22
33183,0.13,0.45
33184,0.07,0.27
33186,0.03,0.94
33187,0.37,0.91
33188,0.05,0.8
33189,0.11,0.17
33191,0.09,0.08
33192,0.1,0.19
33193,0.23,0.44
33194,0.09,0.81
33195,0.13,0.75
33196,0.08,0.09
33198,0.44,0.63
33199,0.36,0.41
33200,0.17,0.39
33201,0.86,0.75
33202,0.12,0.07
33204,0.04,0.5
33205,0.1,0.26
33206,0.36,0.87
33207,0.02,0.32
33208,0.43,0.66
33209,0.02,0.32
33210,0.2,0.71
33211,0.13,0.46
33212,0.06,0.17
33213,0.3,0.54
33214,0.03,0.04
33216,0.12,0.25
33217,0.05,0.57
33218,0.05,0.73
33219,0.29,0.05
33220,0.18,0.33
33221,0.22,0.43
33222,0.7,0.68
33223,0.43,0.8
33224,0.3,0.64
33225,0.48,0.55
33226,0.11,0.21
33227,0.04,0.15
33228,0.7,0.88
33229,0.13,0.62
33230,0.03,0.06
33231,0.07,0.28
33233,0.41,0.59
33234,0.74,0.4
33235,0.12,0.47
33237,0.13,0.07
33238,0.04,0.06
33240,0.63,0.74
33241,0.65,0.88
33242,0.07,0.46
33243,0.76,0.92
33244,0.52,0.85
33245,0.28,0.23
33246,0.82,0.96
33247,0.06,0.01
33248,0.33,0.55
33249,0.01,0.03
33250,0.15,0.29
33251,0.09,0.26
33252,0.6,0.74
33253,0.72,0.83
33254,0.01,0.76
33255,0.03,0.7
33256,0.16,0.21
33257,0.02,0.04
33258,0.09,0.42
33259,0.16,0.44
33260,0.52,0.32
33261,0.2,0.45
33262,0.5,0.92
33263,0.07,0.26
33264,0.09,0.96
33265,0.1,0.55
33266,0.01,0.07
33267,0.11,0.42
33268,0.46,0.73
33269,0.08,0.94
33270,0.11,0.14
33271,0.23,0.52
33272,0.37,0.94
33273,0.17,0.72
33275,0.58,0.91
33276,0.31,0.57
33277,0.08,0.24
33278,0.08,0.24
33279,0.37,0.39
33280,0.27,0.87
33281,0.03,0.09
33282,0.15,0.71
33283,0.15,0.66
33284,0.08,0.26
33285,0.43,0.35
33286,0.1,0.71
33287,0.38,0.86
33288,0.07,0.16
33289,0.36,0.05
33290,0.38,0.66
33291,0.03,0.17
33292,0.17,0.4
33293,0.09,0.23
33294,0.21,0.36
33295,0.33,0.59
33296,0.34,0.8
33297,0.15,0.38
33298,0.09,0.03
33299,0.26,0.28
33300,0.24,0.89
33301,0.09,0.85
33303,0.65,0.82
33304,0.13,0.36
33306,0.01,0.02
33307,0.16,0.24
33308,0.02,0.23
33309,0.09,0.45
33310,0.06,0.07
33311,0.11,0.41
33312,0.01,0.23
33313,0.13,0.28
33316,0.05,0.28
33317,0.02,0.5
33319,0.17,0.49
33321,0.07,0.24
33322,0.15,0.06
33323,0.07,0.31
33325,0.18,0.26
33327,0.11,0.19
33328,0.32,0.58
33329,0.11,0.17
33330,0.21,0.67
33333,0.04,0.1
33334,0.12,0.26
33335,0.59,0.73
33337,0.14,0.47
33338,0.02,0.13
33339,0.06,0.09
33340,0.04,0.26
33342,0.74,0.6
33343,0.24,0.94
33344,0.39,0.71
33345,0.15,0.31
33346,0.08,0.76
33347,0.84,0.72
33348,0.15,0.39
33349,0.21,0.8
33350,0.08,0.22
33351,0.16,0.32
33353,0.09,0.39
33354,0.53,0.74
33355,0.59,0.84
33356,0.12,0.35
33357,0.78,0.72
33358,0.45,0.82
33359,0.16,0.8
33360,0.03,0.01
33361,0.67,0.54
33362,0.05,0.17
33363,0.12,0.89
33364,0.06,0.5
33365,0.74,0.87
33366,0.07,0.57
33367,0.23,0.74
33368,0.17,0.42
33369,0.17,0.78
33371,0.76,0.84
33372,0.09,0.72
33373,0.13,0.29
33375,0.08,0.17
33376,0.04,0.46
33378,0.13,0.3
33379,0.19,0.66
33380,0.42,0.65
33382,0.41,0.51
33383,0.04,0.34
33384,0.09,0.69
33385,0.23,0.74
33386,0.14,0.17
33387,0.01,0.02
33388,0.12,0.66
33389,0.09,0.34
33390,0.1,0.94
33391,0.27,0.27
33393,0.23,0.45
33394,0.07,0.22
33395,0.33,0.26
33397,0.03,0.07
33398,0.63,0.08
33399,0.18,0.41
33400,0.26,0.7
33401,0.01,0.17
33402,0.76,0.77
33403,0.06,0.35
33404,0.02,0.06
33405,0.23,0.59
33406,0.23,0.56
33407,0.82,0.91
33408,0.02,0.04
33409,0.1,0.51
33410,0.01,0.06
33411,0.09,0.11
33413,0.1,0.25
33414,0.18,0.7
33415,0.36,0.8
33416,0.05,0.17
33417,0.37,0.31
33418,0.02,0.09
33419,0.62,0.93
33420,0.36,0.52
33421,0.11,0.76
33422,0.16,0.92
33423,0.1,0.22
33424,0.06,0.13
33425,0.04,0.13
33426,0.1,0.32
33428,0.05,0.16
33429,0.21,0.83
33430,0.42,0.46
33431,0.34,0.78
33432,0.19,0.43
33433,0.9,0.97
33434,0.1,0.67
33436,0.13,0.62
33437,0.08,0.36
33438,0.1,0.61
33440,0.11,0.8
33442,0.07,0.7
33443,0.13,0.39
33444,0.14,0.69
33446,0.61,0.66
33447,0.24,0.69
33448,0.09,0.92
33449,0.05,0.31
33450,0.09,0.39
33451,0.06,0.27
33452,0.1,0.81
33453,0.31,0.37
33454,0.51,0.85
33455,0.11,0.87
33456,0.23,0.47
33457,0.1,0.5
33458,0.64,0.8
33459,0.09,0.36
33460,0.07,0.27
33461,0.12,0.66
33462,0.3,0.73
33463,0.01,0.05
33464,0.16,0.55
33465,0.2,0.7
33466,0.23,0.44
33467,0.71,0.93
33468,0.22,0.57
33469,0.06,0.8
33470,0.1,0.26
33471,0.04,0.11
33472,0.64,0.9
33473,0.28,0.51
33474,0.1,0.32
33476,0.06,0.34
33477,0.51,0.33
33478,0.18,0.67
33479,0.28,0.37
33480,0.01,0.07
33481,0.34,0.9
33482,0.07,0.32
33483,0.01,0.03
33484,0.07,0.1
33485,0.04,0.14
33486,0.39,0.64
33487,0.05,0.49
33488,0.54,0.82
33489,0.04,0.58
33490,0.22,0.57
33491,0.01,0.8
33492,0.09,0.45
33493,0.19,0.51
33494,0.93,0.95
33495,0.15,0.49
33496,0.1,0.39
33497,0.13,0.22
33499,0.12,0.71
33500,0.14,0.67
33501,0.03,0.11
33502,0.04,0.21
33503,0.27,0.21
33504,0.02,0.04
33505,0.33,0.28
33506,0.29,0.19
33507,0.14,0.35
33508,0.25,0.62
33509,0.27,0.51
33510,0.66,0.86
33511,0.41,0.81
33512,0.11,0.67
33513,0.04,0.65
33514,0.18,0.77
33515,0.22,0.71
33516,0.01,0.13
33517,0.08,0.73
33518,0.07,0.52
33519,0.38,0.39
33521,0.15,0.16
33522,0.07,0.06
33523,0.09,0.12
33524,0.11,0.09
33526,0.37,0.67
33527,0.58,0.85
33528,0.05,0.8
33529,0.07,0.25
33530,0.08,0.1
33531,0.24,0.32
33532,0.05,0.27
33533,0.01,0.04
33534,0.04,0.08
33535,0.13,0.27
33537,0.25,0.49
33538,0.06,0.04
33539,0.15,0.26
33540,0.04,0.14
33541,0.15,0.29
33542,0.11,0.29
33543,0.19,0.18
33544,0.08,0.06
33545,0.27,0.83
33546,0.15,0.78
33547,0.05,0.26
33548,0.09,0.32
33549,0.07,0.22
33550,0.11,0.66
33551,0.02,0.47
33552,0.19,0.58
33554,0.1,0.52
33555,0.28,0.58
33557,0.25,0.9
33558,0.09,0.36
33560,0.09,0.34
33561,0.13,0.27
33564,0.11,0.59
33565,0.1,0.21
33566,0.21,0.47
33567,0.11,0.21
33568,0.08,0.11
33569,0.08,0.39
33570,0.65,0.87
33571,0.26,0.64
33572,0.05,0.34
33573,0.06,0.09
33574,0.27,0.32
33575,0.08,0.28
33576,0.42,0.74
33577,0.35,0.32
33578,0.21,0.13
33580,0.06,0.19
33581,0.13,0.73
33582,0.34,0.81
33583,0.34,0.17
33584,0.57,0.66
33585,0.53,0.68
33586,0.07,0.03
33587,0.13,0.23
33588,0.02,0.03
33591,0.16,0.11
33592,0.01,0.09
33593,0.31,0.38
33594,0.26,0.44
33595,0.13,0.84
33596,0.06,0.6
33597,0.55,0.73
33598,0.55,0.8
33599,0.07,0.43
33600,0.11,0.22
33601,0.66,0.14
33602,0.44,0.65
33603,0.03,0.57
33604,0.32,0.71
33605,0.19,0.25
33606,0.48,0.86
33607,0.73,0.78
33608,0.04,0.19
33609,0.09,0.46
33611,0.39,0.05
33612,0.11,0.66
33613,0.54,0.58
33614,0.55,0.41
33615,0.01,0.66
33616,0.48,0.88
33617,0.07,0.13
33618,0.1,0.62
33619,0.07,0.57
33620,0.02,0.02
33621,0.17,0.84
33622,0.55,0.88
33623,0.06,0.37
33625,0.06,0.18
33626,0.16,0.25
33628,0.11,0.81
33629,0.19,0.4
33630,0.06,0.73
33631,0.17,0.57
33632,0.11,0.26
33633,0.08,0.07
33635,0.08,0.19
33636,0.12,0.84
33637,0.31,0.82
33638,0.05,0.16
33639,0.12,0.84
33640,0.49,0.83
33641,0.42,0.17
33642,0.13,0.14
33643,0.11,0.27
33644,0.34,0.81
33645,0.23,0.91
33646,0.03,0.02
33647,0.57,0.61
33648,0.58,0.91
33650,0.49,0.26
33651,0.13,0.48
33652,0.03,0.06
33653,0.08,0.16
33654,0.08,0.52
33656,0.04,0.03
33657,0.16,0.35
33658,0.72,0.88
33659,0.17,0.14
33660,0.28,0.83
33661,0.19,0.61
33662,0.73,0.85
33664,0.12,0.43
33668,0.67,0.82
33669,0.26,0.53
33670,0.08,0.61
33671,0.13,0.8
33674,0.04,0.18
33675,0.1,0.75
33676,0.37,0.3
33677,0.08,0.09
33678,0.05,0.05
33679,0.04,0.23
33680,0.16,0.88
33681,0.2,0.76
33682,0.04,0.08
33683,0.07,0.17
33684,0.46,0.9
33685,0.11,0.35
33686,0.06,0.36
33687,0.41,0.71
33688,0.11,0.28
33689,0.14,0.51
33690,0.46,0.19
33691,0.06,0.29
33692,0.07,0.29
33693,0.17,0.68
33694,0.33,0.86
33695,0.15,0.35
33698,0.22,0.42
33699,0.42,0.46
33701,0.01,0.1
33702,0.18,0.95
33703,0.29,0.74
33705,0.16,0.31
33706,0.12,0.59
33707,0.09,0.22
33708,0.12,0.37
33709,0.08,0.34
33711,0.16,0.35
33712,0.08,0.23
33713,0.18,0.52
33715,0.18,0.88
33716,0.75,0.79
33717,0.15,0.28
33718,0.03,0.09
33719,0.06,0.32
33720,0.05,0.1
33721,0.18,0.2
33722,0.07,0.34
33723,0.79,0.92
33724,0.06,0.93
33725,0.1,0.64
33726,0.13,0.24
33727,0.21,0.41
33728,0.2,0.91
33729,0.32,0.42
33730,0.06,0.1
33731,0.05,0.51
33732,0.12,0.27
33733,0.06,0.26
33734,0.49,0.73
33736,0.12,0.25
33737,0.18,0.75
33738,0.79,0.71
33739,0.07,0.14
33740,0.17,0.8
33741,0.65,0.44
33742,0.18,0.47
33743,0.12,0.9
33744,0.45,0.18
33745,0.15,0.29
33746,0.17,0.54
33748,0.11,0.93
33749,0.94,0.98
33750,0.58,0.64
33751,0.78,0.89
33752,0.55,0.39
33753,0.05,0.26
33754,0.61,0.89
33756,0.11,0.17
33757,0.39,0.45
33758,0.57,0.8
33759,0.08,0.1
33760,0.06,0.3
33762,0.46,0.65
33763,0.43,0.57
33764,0.4,0.46
33765,0.16,0.58
33766,0.01,0.22
33767,0.07,0.46
33768,0.79,0.54
33769,0.14,0.36
33770,0.46,0.63
33772,0.18,0.07
33773,0.11,0.62
33774,0.07,0.23
33775,0.06,0.22
33776,0.62,0.75
33777,0.13,0.51
33780,0.03,0.31
33781,0.03,0.11
33783,0.06,0.66
33784,0.07,0.16
33785,0.1,0.26
33786,0.17,0.25
33787,0.07,0.56
33788,0.16,0.6
33789,0.05,0.21
33791,0.06,0.26
33792,0.02,0.05
33793,0.41,0.79
33794,0.12,0.24
33795,0.71,0.95
33796,0.55,0.63
33797,0.2,0.6
33798,0.04,0.75
33799,0.2,0.9
33800,0.17,0.27
33801,0.05,0.83
33802,0.14,0.3
33803,0.2,0.7
33805,0.86,0.91
33807,0.1,0.67
33808,0.11,0.19
33809,0.07,0.06
33810,0.22,0.45
33811,0.15,0.3
33812,0.01,0.04
33813,0.7,0.5
33814,0.09,0.25
33815,0.32,0.87
33816,0.13,0.59
33817,0.22,0.44
33818,0.77,0.83
33819,0.89,0.85
33821,0.5,0.91
33822,0.1,0.67
33824,0.11,0.27
33825,0.16,0.45
33826,0.17,0.29
33827,0.21,0.15
33828,0.53,0.45
33829,0.57,0.61
33830,0.36,0.72
33831,0.43,0.78
33832,0.6,0.91
33833,0.04,0.32
33834,0.01,0.04
33836,0.01,0.08
33837,0.06,0.24
33838,0.02,0.09
33839,0.1,0.07
33840,0.07,0.19
33841,0.73,0.81
33842,0.07,0.05
33844,0.19,0.47
33845,0.32,0.72
33846,0.06,0.35
33847,0.19,0.6
33848,0.03,0.4
33849,0.13,0.07
33850,0.08,0.16
33852,0.36,0.66
33853,0.03,0.8
33854,0.01,0.03
33855,0.36,0.9
33856,0.03,0.19
33857,0.05,0.65
33858,0.15,0.28
33859,0.12,0.23
